Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
321;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 05:33 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 125 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
322;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 05:20 wib tinggi kolom abu teramati ± 500 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 127 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
323;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 01:27 wib. erupsi terekam di seismograf dengan amplitudo maksimum 20 mm dan durasi 119 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
324;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 01:14 wib. erupsi terekam di seismograf dengan amplitudo maksimum 16 mm dan durasi 62 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
325;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 01:12 wib. erupsi terekam di seismograf dengan amplitudo maksimum 15 mm dan durasi 57 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
326;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 23:47 wib tinggi kolom abu teramati ± 600 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 17 mm dan durasi 125 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
327;terjadi erupsi g. ibu pada hari selasa, 31 desember 2024, pukul 22:37 wit tinggi kolom abu teramati ± 600 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 51 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Ibu secara teknis
328;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 21:50 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 171 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
329;terjadi erupsi g. ibu pada hari selasa, 31 desember 2024, pukul 20:29 wit. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 56 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Ibu secara teknis
330;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 20:24 wib. erupsi terekam di seismograf dengan amplitudo maksimum 17 mm dan durasi 88 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
331;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 19:37 wib. erupsi terekam di seismograf dengan amplitudo maksimum 20 mm dan durasi 115 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
332;terjadi erupsi g. marapi pada hari selasa, 31 desember 2024, pukul 19:08 wib tinggi kolom abu teramati ± 500 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 30 mm dan durasi 28 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Marapi secara teknis
333;terjadi erupsi g. ibu pada hari selasa, 31 desember 2024, pukul 18:59 wit tinggi kolom abu teramati ± 600 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 54 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Ibu secara teknis
334;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 17:26 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 114 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
335;terjadi erupsi g. semeru pada hari selasa, 31 desember 2024, pukul 16:18 wib. erupsi terekam di seismograf dengan amplitudo maksimum 23 mm dan durasi 124 detik. via [user];OTHER;Netral;Laporan erupsi Gunung Semeru secara teknis
336;... serius itu alasannya diperbolehkan deforestasi?...;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan alasan diperbolehkannya deforestasi dengan nada tidak percaya
337;sudah gila ya negara ini, sekelas presiden saja nyepelein isu deforestasi. mending hapus saja kementerian kehutanan jadi kementerian perkebunan sawit;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik presiden yang menyepelekan deforestasi dan menyarankan penggantian kementerian
338;emosi awal tahun adalah baca statement presiden kalau menambah penanaman kelapa sawit tidak ada kekhawatiran akan deforestasi. smh we're doomed;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan emosi negatif di awal tahun karena statement presiden tentang sawit
339;eks dirjen esdm didakwa terlibat korupsi timah rp300 triliun [user] baca berita terkini dengan mudah dan nyaman, download aplikasi inilahcom di ios dan android inilahcom inilahdotcom via [user];GOVERNMENT_POLICY;Negatif;Melaporkan kasus korupsi mantan Dirjen ESDM
340;pak [user] deforestasi bukan hanya masalah serapan karbon tapi juga pembunuhan keragaman di hutan. karena satu jenis tanaman itu tidak cocok dibilang hutan. selain itu ada study yang mengatakan serapan karbon hutan yang memiliki keragaman lebih bagus daripada monokultur …;ENVIRONMENTAL_IMPACT;Netral;Menjelaskan deforestasi bukan hanya soal karbon tapi juga biodiversitas hutan
341;"bisa bisanya seorang presiden nyeruin buat lanjutin deforestasi demi kelapa sawit, ""toh sama2 pohon."" fuck no to keanekaragaman hayati & fuck yeah to oligarki, well done";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan keras presiden yang mendukung deforestasi dengan mengabaikan biodiversitas
342;deforestasi tidak cuman hutan yang rusak tapi ekosistem di sana juga rusak, dampaknya sbb: -perubahan iklim -penggurunan -erosi tanah -berkurangnya hasil panen -banjir -meningkatnya gas rumah kaca di atmosfer -hilangnya keanekaragaman hayati -kepunahan;ENVIRONMENTAL_IMPACT;Negatif;Memberikan daftar lengkap dampak negatif deforestasi terhadap ekosistem
343;ibu chim o ibu chim ibu chi anya nji ahu uzo agada mmachiri uzo nwoke obi oma, olile anya nke ndi nso ahihia nwuru oku ma odigi ihe nre re oku gini ka ngeji kelegi tuoro gi agam apo isi ala nye gi ekele, i bu chim;OTHER;Netral;Teks dalam bahasa asing (kemungkinan Igbo) tanpa konteks yang jelas
344;presiden prabowo subianto mengusulkan agar ada perluasan lahan ganja di indonesia di masa mendatang. ia mengingatkan agar semua pihak tidak perlu mengkhawatirkan perluasan lahan ganja bakal menyebabkan penggundulan hutan alias deforestasi.;ENVIRONMENTAL_IMPACT;Negatif;Analogi sarkastik mengganti sawit dengan ganja untuk mengkritik logika deforestasi
345;n're n're la nsoro atare, iwaju iwaju lopa ebiti nre si🙏🏾 cheers to big bags in 2025🥂🥂;OTHER;Netral;Teks dalam bahasa asing tanpa konteks yang relevan
346;belum selesai urusan ppn naik, ditambah lg soal deforestasi. kok bisa seorang pimpinan negara ngomong gt? banyak yang bergantung sama indonesia soal sawit? tapi lebih banyak negara yang investasi ke indonesia untuk carbon. kalau tidak paham, tanya sama ahlinya pak jangan sok tau.;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ketidakpahaman pemimpin tentang deforestasi dan menyarankan konsultasi ahli
347;"sbnrnya hrusnya tidak kaget dan tidak nyesel, justru beliau tepati janji2 kampanye tentang ""berkelanjutan"", termasuk deforestasi, kenaikan ppn, dan kejadian2 unik lainnya yang biasa terjadi semenjak 2014-2024😅";ENVIRONMENTAL_IMPACT;Negatif;Sarkasme tentang konsistensi janji kampanye yang mencakup isu deforestasi
348;seriusan ini beliau bilang sawit itu pohon? orang kehutanan di sekitar beliau tidak ada yang mau benerin statement soal sawit yang katanya pohon dan bukan penyebab deforestasi? susah-susah ada program rehabilitasi hutan dan lahan, eh sekarang presiden malah ngomong gitu 🥲;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan kurangnya koreksi dari ahli kehutanan terhadap statement presiden
349;apa harus gua belajar tentang deforestasi ? materi pembelajaran kemarin selalu terbayang di kepalaku...;ENVIRONMENTAL_IMPACT;Netral;Refleksi personal tentang belajar materi deforestasi
350;tidak perlu, ganti saja menteri esdm nya dengan yang berkompeten dan punya nasionalisme yang tinggi.;GOVERNMENT_POLICY;Negatif;Menyarankan penggantian Menteri ESDM dengan yang lebih kompeten
351;"demi allah ngeselin banget kalimatnya. „kurang peduli apa pak prabowo sama warganya? haus validasi banget  toh itu juga sudah tugasnya. kurang peduli apa kurang peduli apa  noh kata blio banyak2in nanem pohon sawit  gaperlu takut deforestasi… 🙄""";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pencarian validasi presiden sambil mengabaikan isu deforestasi
352;ada donasi buat tanam mangrove juga dan lain2 mengenai kelangsungan ekosistem hutan. lebih aware tentang deforestasi. lebih pinter kpopers ini;ENVIRONMENTAL_IMPACT;Positif;Mengapresiasi kesadaran K-popers tentang donasi mangrove dan deforestasi
353;baru mau tidur, liat story temen yang ada si tolol bilang deforestasi u/ s//awit gapapa karena toh dia pohon berdaun juga. ya tuhan kenapa orang2 ini begitu tololm;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan keras statement tentang sawit tidak menyebabkan deforestasi
354;gini deh, kelapa sawit ni ditanam banyak-banyak di negeri indonesia yang besar ni buat apa, sih? apalagi kalau kita sendiri sebagai rakyat susah buat menikmati hasilnya? masalah deforestasi tu tidak bisa dibahas sama beliau, orang beliau tidak peduli soal keselematan makhluk lain.;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan manfaat sawit untuk rakyat dan mengkritik ketidakpedulian terhadap makhluk lain
355;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia. dengan kebijakan bebas ppn sesuai pp no. 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Kampanye gas bumi sebagai solusi energi bersih dengan kebijakan bebas PPN
356;selamat tahun baru 2025✨ setiap awal adalah kesempatan untuk bermimpi lebih besar dan melangkah lebih jauh. mari kita sambut tahun baru 2025 dengan semangat baru dan tekad memajukan sektor esdm.;GOVERNMENT_POLICY;Positif;Ucapan tahun baru dengan komitmen memajukan sektor ESDM
357;✨selamat tahun baru 2025✨ mari kita songsong awal tahun ini dengan semangat energi baru untuk awal perubahan dan semangat berkelanjutan demi terwujudnya indonesia emas. pln plnmctn plnuntukindonesia tahunbaru2025 acceleratingrenewableenergy indonesiaemas energibaru;ENERGY_TECHNOLOGY;Positif;Ucapan tahun baru PLN dengan visi energi terbarukan dan Indonesia Emas
358;yeee nanti gabisa jualan ke eropa bos baru tahu rasa, masih baik dikasih setahun lagi perbaiki kebijakan deforestasi ini;ENVIRONMENTAL_IMPACT;Negatif;Memperingatkan dampak ekonomi jika tidak memperbaiki kebijakan deforestasi
359;jaringan kerja penyelamat hutan riau (jikalahari) kembali menerbitkan catatan akhir tahun (cat) 2024 berjudul 'peluang dan tantangan perbaikan ruang ekologis di rezim baru'. deforestasi karhutla riau kehutanan lingkungan;ENVIRONMENTAL_IMPACT;Negatif;Melaporkan catatan akhir tahun tentang deforestasi dan kebakaran hutan di Riau
360;segenap jajaran direksi, komisaris dan seluruh insan pln indonesia power mengucapkan selamat tahun baru 2025 1 januari 2025 mari sambut tahun baru dengan energi baru dan semangat berkelanjutan untuk mendukung indonesia emas 🇮🇩 plnindonesiapower tahunbaru2025;ENERGY_TECHNOLOGY;Positif;Ucapan tahun baru PLN Indonesia Power dengan tema energi baru berkelanjutan
361;ini pasang lampu jalan pake panel surya setelah sekian lama gelap gelapan, ternyata hanya 2 bulan mati lagi. rill angker😭;ENERGY_TECHNOLOGY;Negatif;Mengeluh kualitas lampu jalan panel surya yang cepat rusak
362;fix ya kalau di indonesia banyak bencana, salahin prabowo. masa jangan takut deforestasi :(;ENVIRONMENTAL_IMPACT;Negatif;Mengaitkan bencana di Indonesia dengan sikap presiden terhadap deforestasi
363;tahun baru, semangat baru, energi baru! selamat tahun baru 2025;OTHER;Positif;Ucapan tahun baru sederhana dengan tema energi baru
364;hai sahabatbpom, selamat tahun baru 2025 tahun baru, energi baru, dan kesempatan baru untuk tumbuh lebih baik. semoga setiap langkah kita di tahun ini membawa kita lebih dekat pada impian dan kebahagiaan sejati. inspektoratutama badanpom tahunbaru2025;OTHER;Positif;Ucapan tahun baru BPOM dengan tema energi baru dan pertumbuhan
365;"sebenernya gue gamau ngomong kasar sama orang tua, tapi ini orang bisa mikir tidak sih? kalau sama-sama ada daun doang mah nanem rumput juga sama saja dong ada daun. deforestasi itu apa sih? penebangan hutan, ""hutan"", fungsi hutan apa sih? di sekolah dulu tidak belajar, tidak mikir?";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan memberikan analogi rumput untuk menjelaskan kesalahan logika deforestasi
366;tantangan pemberantasan korupsi ke depan semakin berat seiring dengan pesatnya perkembangan teknologi, isu global seperti perubahan iklim, dan perang. di sisi lain, dana besar seperti transisi energi hijau, ikn, infrastruktur, makan bergizi gratis rawan diselewengkan jika tidak…;ENERGY_TECHNOLOGY;Netral;Membahas tantangan korupsi dalam transisi energi hijau dan pembangunan
367;melangkah ke tahun baru 2025, para pejuang hulu migas akan terus berkomitmen untuk terus menjadi tulang punggung pembangunan bangsa. mari bersama wujudkan harapan baru, energi baru, dan pencapaian luar biasa di tahun ini! 🙌🏻✨;ENERGY_TECHNOLOGY;Positif;Komitmen pekerja migas untuk pembangunan dengan tema energi baru
368;"presiden lu bilang, ""kalo dia taubat dan mengembalikan uang korupsinya ya kita maafkan,"" ""pajak ppn hanya untuk barang mewah,"" ""jangan takut deforestasi 'kan sawit itu sama-sama pohon ada daunnya."" good luck! happy new year.";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik berbagai pernyataan presiden termasuk isu deforestasi
369;bapak tidak takut kena karma/azab karena dzolim sama hewan dan tumbuhan kah, pak? sudah dijawab deng ya, beliau tidak takut deforestasi. ini beneran tidak takut apa memang tidak paham? efeknya ya lagi-lagi ke manusia, dongo.;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan aspek spiritual dan memperingatkan dampak deforestasi pada manusia
370;deforestasi katanya gapapa?;ENVIRONMENTAL_IMPACT;Negatif;Pertanyaan singkat mengkritik sikap permisif terhadap deforestasi
371;tidak usah takut deforestasi katanya 🥲;ENVIRONMENTAL_IMPACT;Negatif;Mengutip pernyataan tentang deforestasi dengan emoji sedih
372;ketua dpp partai golkar, bahlil lahadalia, menegaskan bahwa dirinya adalah penggagas ide untuk menunda pemilihan presiden (pilpres) 2024.;GOVERNMENT_POLICY;Netral;Melaporkan klaim Bahlil sebagai penggagas penundaan Pilpres 2024
373;"pln kembali mempertegas komitmennya dalam mendukung transisi energi bersih melalui penyelenggaraan touring kendaraan listrik bertajuk ""pln mobile eventure"" yang berlangsung pada 3-8 desember 2024. pln plnmobile plnterdepanev";ENERGY_TECHNOLOGY;Positif;Melaporkan komitmen PLN dalam transisi energi bersih melalui kendaraan listrik
374;katanya macan asia kok dukung deforestasi?;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan kontradiksi antara julukan 'macan asia' dengan dukungan deforestasi
375;"klu penguasa dan pemodal meremehkan efek dari deforestasi apalagi sampai dikatain ""kampanye hitam,"" sedangkan rakyat kecil yang jauh di jawa saja kepanasan ampe malam hari dg minim hujan di musim penghujan berarti penguasa, pemodal & kaki tangan sedang membunuh rakyat kecil pelan2😤";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik penguasa yang meremehkan deforestasi sementara rakyat merasakan dampaknya
376;tahun baru bbq ❌ tahun baru ngepel ✅ banjir bjirrr seumur2 baru pernah ngalamin kebanjiran sekali ini. rumah yang tidak pernah kebanjiran samsek bisa2nya skrg kena banjir? 😭🫵 climate change is real 😭;ENVIRONMENTAL_IMPACT;Negatif;Mengalami banjir pertama kali dan mengaitkannya dengan climate change
377;harvey muis hanya kambing hitam dari pejabat-pejabat daerah dan kementerian esdm;GOVERNMENT_POLICY;Negatif;Menganggap Harvey Moeis sebagai kambing hitam dari korupsi pejabat ESDM
378;menteri esdm bahlil lahadalia pantau aktivitas gunung api se-indonesia, pastikan tahun baru 2025 aman;GOVERNMENT_POLICY;Positif;Melaporkan pemantauan Menteri ESDM terhadap aktivitas gunung api untuk keamanan
379;bahlil lahadalia: partai golkar pemenang 2 pilkada 2024;GOVERNMENT_POLICY;Positif;Melaporkan klaim keberhasilan Partai Golkar di Pilkada 2024
380;deforestasi itu bukan masalah pohon diganti pohon gendut bajingan;ENVIRONMENTAL_IMPACT;Negatif;Menekankan deforestasi bukan sekadar penggantian pohon dengan bahasa kasar
381;dari pendopo kota bandung, mari kita panjatkan doa bersama untuk kang farhan & h. erwin. persatuan lintas agama jadi energi baru untuk bandung yang lebih utama. bandungutama;OTHER;Positif;Doa bersama lintas agama dengan tema energi baru untuk Bandung
382;ini penjelasan ketum bahlil lahadalia soal pertemuan ketum parpol kim dengan prabowo ketua umum partai golkar, bahlil lahadalia golkarindonesia partaigolkar golkarsolid golkarpedia bahlillahadalia;GOVERNMENT_POLICY;Netral;Melaporkan penjelasan Bahlil tentang pertemuan politik
383;pln kembali hadir dalam acara electricity connect 2024. ini menjadi dukungan pln dalam mendukung transisi energi di indonesia. pln plnuntukindonesia acceleratingrenewableenergy plnconnectthefuture plneconnect2024 plnconnecttocollaborate;ENERGY_TECHNOLOGY;Positif;Melaporkan partisipasi PLN dalam acara transisi energi
384;satu lagi yang membuat saya menyeringitkan dahi adalah pernyataan dari pak [user] jngan takut deforestasi karena pohon sawit sama2 punya daun. like seriously? gini loh pak mohon maaaaaf sekali, hutan itu ekosistem dari beragam jenis tanaman yang saling berinteraksi (biodiversitas).;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan hutan sebagai ekosistem biodiversitas untuk mengkritik pernyataan sawit
